,compound,neg,neu,pos,source,time,tweet
281,0.7096,0.0,0.753,0.247,BBC,2020-05-08 18:16:07+00:00,RT @BBCTheOneShow: Join @missalexjones and @huwbbc on @bbcone now as #TheOneShow celebrates #VEDay with all of you at home. https://t.co/Im…
282,0.5106,0.0,0.864,0.136,BBC,2020-05-08 16:01:00+00:00,"This is so moving.  💙

#ChristopherEccleston reads 'Our Heroes', a poem and tribute to the NHS, penned by the partn… https://t.co/Q7KfEYUspm"
283,-0.5994,0.145,0.855,0.0,BBC,2020-05-08 14:45:28+00:00,RT @BBCBreakfast: Audrey and Joe wrote over 700 letters to each other when they were separated during the war. To mark #VEDay actors @Elean…
284,0.0,0.0,1.0,0.0,BBC,2020-05-08 14:45:23+00:00,"RT @BBCRadioLondon: We've given @BBC New Broadcasting House at makeover 🇬🇧❤️🤍💙

#GreatBritishBunting https://t.co/xS95VSzwUs"
285,0.0,0.0,1.0,0.0,BBC,2020-05-08 14:45:16+00:00,RT @BBCArchive: The BBC’s Richard Dimbleby gave a snapshot of the scenes in central London #OnThisDay 1945 #VEDay75 https://t.co/aO55ken1PG
286,0.0,0.0,1.0,0.0,BBC,2020-05-08 14:03:34+00:00,"RT @BBCNews: People across the UK mark #VEDay75 amid the ongoing coronavirus pandemic

https://t.co/QZjEn62Paa"
287,-0.5994,0.14,0.86,0.0,BBC,2020-05-08 14:02:49+00:00,"RT @bbc5live: On the 75th anniversary of VE Day, 5 Live listeners told their extraordinary personal stories about the end of the war in Eur…"
288,0.4576,0.0,0.857,0.143,BBC,2020-05-08 13:01:00+00:00,"There are three more special #VEDay75 programmes today on @BBCOne &amp; @BBCiPlayer:

2:45pm - The Announcement of Vict… https://t.co/nCGg5k1HXc"
289,0.0,0.0,1.0,0.0,BBC,2020-05-08 11:32:48+00:00,"❤️❤️❤️
https://t.co/wWXYsxGMVH"
290,0.8176,0.0,0.754,0.246,BBC,2020-05-08 11:31:57+00:00,RT @BBCBreakfast: 🎶 Just some of the amazing pictures you sent to #BBCBreakfast of you and your families celebrating #VEDay - to 'We'll Mee…
291,0.0,0.0,1.0,0.0,BBC,2020-05-08 11:31:39+00:00,"How the UK is marking 75th anniversary of end of WW2 in Europe. #VEDay75 

https://t.co/1q20ZEZJUF"
292,-0.5994,0.126,0.874,0.0,BBC,2020-05-08 11:30:23+00:00,"RT @BBCLondonNews: It's the 75th anniversary of VE Day. Here are some of the people who lived through World War Two in London. 🇬🇧🙌
#VEDay #…"
293,0.0,0.0,1.0,0.0,BBC,2020-05-08 11:29:40+00:00,"RT @BBCNews: Watch the Red Arrows perform a flypast over London to mark #VEDay75 

https://t.co/VSYapPvXsF https://t.co/9TRfVf62bC"
294,0.9661,0.0,0.438,0.562,BBC,2020-05-08 10:01:00+00:00,"A very Happy 94th Birthday to the amazing Sir David Attenborough.  🎉

What better way to celebrate than enjoying hi… https://t.co/kH8rw2Tpiy"
295,0.4019,0.0,0.856,0.144,BBC,2020-05-08 07:01:00+00:00,"For the first of four special #VEDay75 programmes today, @sophieraworth introduces a national moment of remembrance… https://t.co/Kyg8hfyTPI"
296,0.4019,0.0,0.838,0.162,BBC,2020-05-07 20:01:00+00:00,"Tonight's 45-minute special #LiveAtTheApollo is hosted by  @ardalsfolly, with sets from @MawaanR  and @sarabarron.… https://t.co/xrdb8xE13w"
297,0.4389,0.0,0.919,0.081,BBC,2020-05-07 19:32:50+00:00,"RT @bbcbitesize: If the sky is clear tonight, you’ll be able to see the last #SuperMoon of 2020’! 😮🔭🌕

What else can we see in the sky? We…"
298,0.0,0.0,1.0,0.0,BBC,2020-05-07 19:01:00+00:00,"Tonight on #HaveIGotNewsForYou, #DavidTennant hosts team captains Paul Merton and Ian Hislop and panellists… https://t.co/zadfASHXiV"
299,0.4019,0.0,0.876,0.124,BBC,2020-05-07 18:01:00+00:00,"In part two of a #DIYSOS special from 2015, @MrNickKnowles and team continue transforming an entire street of rundo… https://t.co/0vqk8PVcqz"
300,-0.2023,0.121,0.792,0.088,Fox,2020-05-18 06:56:09+00:00,"RT @perfemail: Performance Newsletter №49—track Web Vitals by @igrigorik, see JS framework impact by @tkadlec, learn if Chrome will block y…"
301,-0.34,0.191,0.72,0.089,Fox,2020-05-18 06:28:22+00:00,RT @drthema: Insecurity and imposter syndrome can create constant anxiety. Let’s breathe and give ourselves permission to release. It’s not…
302,0.0,0.0,1.0,0.0,Fox,2020-05-18 06:13:28+00:00,@jstn porn
303,-0.6249,0.577,0.423,0.0,Fox,2020-05-18 00:57:29+00:00,@pjrvs *insert existential crisis*
304,0.0516,0.138,0.749,0.114,Fox,2020-05-18 00:44:22+00:00,"@ow @pjrvs hahahaah it me 😂 

the problem I currently have is that the last redesign was when I still was looking f… https://t.co/rwfgE0HPIx"
305,0.1531,0.0,0.909,0.091,Fox,2020-05-18 00:38:59+00:00,@pjrvs nearly every day i want to blog again but then I look at my website and want to redesign it and we both know how that goes
306,0.4926,0.0,0.758,0.242,Fox,2020-05-17 04:40:37+00:00,@jongold i thought any time was suitable for good ol shitpost?!
307,0.5046,0.168,0.487,0.345,Fox,2020-05-17 01:04:40+00:00,"@makenosound yeah, how could that go wrong, I really can’t tell lmao"
308,-0.1326,0.148,0.736,0.116,Fox,2020-05-17 01:04:01+00:00,there’s never anything good hiding under “show more replies” on the bird website. never.
309,0.0,0.0,1.0,0.0,Fox,2020-05-17 00:36:44+00:00,"If that’s the condition for going to restaurants and bars, I won’t be going. Still, can get takeaway without sacrif… https://t.co/lhb9u9YIG4"
310,-0.4098,0.099,0.901,0.0,Fox,2020-05-17 00:36:44+00:00,Who manages this data? How long do they have it for? How many people at a given place have my data? There are no re… https://t.co/3adivIh0M2
311,0.2037,0.141,0.684,0.175,Fox,2020-05-17 00:36:44+00:00,"Victoria announced lifting of restrictions and closures for hospitality venues, which is great.

What’s not great i… https://t.co/hmzqfYA4Uj"
312,-0.6124,0.191,0.741,0.068,Fox,2020-05-16 01:54:19+00:00,"RT @SarahMoran: If you have a job, stand in solidarity with those who don’t.

💔 594,300 Aussie jobs gone
💔 underemployment up 4.9% to 13.7%…"
313,-0.25,0.2,0.8,0.0,Fox,2020-05-15 23:35:19+00:00,"fb ruining gifs and expanding its tentacles, again

https://t.co/LpP8w4Ls4K"
314,0.5106,0.0,0.736,0.264,Fox,2020-05-15 10:54:01+00:00,@benschwarz @MelissaKaulfuss here it is; ask me anything you want to know :) https://t.co/55HQrCEKeO
315,0.0,0.0,1.0,0.0,Fox,2020-05-15 09:56:27+00:00,@dotmariusz woah. we have 15-25 cases a day for the whole country and only now some of the restaurants in some stat… https://t.co/IMqs2bIs93
316,0.7964,0.054,0.716,0.229,Fox,2020-05-15 04:38:02+00:00,@alexgoffey aaahhh 🤤 I have been wondering if I should buy their book. their cakes are the best (and the most luxurious 😂)
317,0.0,0.0,1.0,0.0,Fox,2020-05-15 02:40:18+00:00,@eleanorkh and fashionable
318,0.8271,0.0,0.717,0.283,Fox,2020-05-15 01:53:42+00:00,"I had a responsible, socially distanced coffee walk with a friend today (👋🏻 @eleanorkh). First time in two months.… https://t.co/iiqOLRkRMq"
319,0.0,0.0,1.0,0.0,Fox,2020-05-15 00:33:28+00:00,@csswizardry https://t.co/o4a1RleD2N
320,0.0,0.0,1.0,0.0,Fox,2020-05-15 00:10:03+00:00,"RT @humanworkplace: Your job title does not define you

Your salary does not define you

You are righteous with or without a job

Don’t let…"
321,0.0,0.0,1.0,0.0,Fox,2020-05-14 08:57:15+00:00,@glenmaddern singapore?? 🙃
322,0.296,0.0,0.901,0.099,Fox,2020-05-14 02:37:36+00:00,we’ve been quietly testing @____lighthouse 6 beta for a few months and will be running the stable version right aft… https://t.co/nn8gC3xuzj
323,0.0,0.0,1.0,0.0,Fox,2020-05-14 01:34:52+00:00,"RT @venikunche: white women != diversity

Having just white women does not make your team or your event diverse."
324,-0.6652,0.19,0.81,0.0,Fox,2020-05-13 06:12:46+00:00,"@the_patima but, tbh, I am sick of those debates who’s real or not. they’re all gatekeeping people (usually minorit… https://t.co/ge18a8SEuP"
325,-0.2411,0.116,0.884,0.0,Fox,2020-05-13 06:09:06+00:00,"@the_patima internally: never. your designer perfectionism and impostor syndrome won’t let u.
externally: never. th… https://t.co/5gi4de60QI"
326,0.0,0.0,1.0,0.0,Fox,2020-05-13 06:04:33+00:00,"everything about this is golden.

https://t.co/WHoNBbEnS6"
327,-0.34,0.118,0.882,0.0,Fox,2020-05-13 02:38:02+00:00,"the obsession with tooling (incl. frameworks) is deeply rooted in tech. 

it’s also constantly weaponised to talk p… https://t.co/boCYtXGtJT"
328,0.8168,0.0,0.737,0.263,Fox,2020-05-13 02:36:48+00:00,"@NatDudley omgmgmgmgmgmg yes!! i still remember when i went to see nanette at MICF; one of my first, and the best e… https://t.co/KNWtuMNvak"
329,-0.8042,0.289,0.666,0.045,Fox,2020-05-13 02:25:54+00:00,"I want @ArtifactUprsng, but in Australia. Are there really no high quality, decently priced photo+framing services here? 😭"
330,0.6696,0.0,0.621,0.379,Fox,2020-05-12 06:54:13+00:00,@benschwarz @glenmaddern i recommend never reading your mentions. works a treat!
331,0.802,0.042,0.699,0.259,Fox,2020-05-11 09:42:41+00:00,"RT @karenkho: Economics says the best gifts for moms are:
-paid parental leave
-affordable child care
-men doing much more housework and pa…"
332,0.0,0.0,1.0,0.0,Fox,2020-05-11 09:15:42+00:00,RT @maiab: I have figured out why people who work at big companies are so much less productive than people who work at startups and it’s be…
333,0.0387,0.101,0.721,0.178,Fox,2020-05-11 06:14:34+00:00,"@holman writing like that is okay (I agree with the sentiment &amp; been saying this for ages) but it offers no data, n… https://t.co/sgW6lopf3B"
334,0.6124,0.0,0.8,0.2,Fox,2020-05-11 01:45:01+00:00,@KasperWargula I use https://t.co/M5g71J0FVV but I think there are some tools that integrate directly with slack :)
335,0.0,0.0,1.0,0.0,Fox,2020-05-10 06:16:15+00:00,RT @rachelyhe_: “design leaders” who need to rip into junior designers in order to voice a dissenting opinion are not real leaders
336,0.0,0.0,1.0,0.0,Fox,2020-05-07 23:28:57+00:00,RT @jessica_salfia: This poem is called “First lines of emails I’ve received while quarantining.” https://t.co/4keCqPaO63
337,0.6124,0.136,0.5,0.364,Fox,2020-05-07 22:48:26+00:00,"@NatDudley well, that is awful. I’m glad she found a much better home. ❤️"
338,-0.1027,0.104,0.808,0.088,Fox,2020-05-07 22:47:27+00:00,@danrubin I had the same problem with finding refried beans without lard. It’s a thing for sure; takes a bit of loo… https://t.co/olAGrqcj70
339,0.5093,0.0,0.603,0.397,Fox,2020-05-07 22:45:46+00:00,@NatDudley omg what a cute fluff!
340,0.1531,0.069,0.839,0.091,Fox,2020-05-07 21:51:22+00:00,RT @kosamari: 5G is not gonna make your frontend performance disappear just like LTE and high performance CPU didn't fix it in the past dec…
341,-0.8625,0.375,0.625,0.0,Fox,2020-05-07 10:48:35+00:00,„Ordinary life before the pandemic was already a catastrophe of desperation and exclusion for too many human beings… https://t.co/V04bdf3OwT
342,0.0,0.0,1.0,0.0,Fox,2020-05-07 09:46:52+00:00,@jongold tips from long-time bagel maker: don’t use baking soda. barley malt syrup changes nothing. bagels need 5 i… https://t.co/mViNXWgrhv
343,0.4753,0.0,0.781,0.219,Fox,2020-05-07 02:36:12+00:00,"@TheCodePixi that’s much more convenient! ios hasn’t gotten to that yet, lol"
344,0.7345,0.0,0.618,0.382,Fox,2020-05-07 02:34:19+00:00,"@TheCodePixi haha, all good! I use https://t.co/M5g71J0FVV 👍🏻"
345,0.0,0.0,1.0,0.0,Fox,2020-05-07 02:29:06+00:00,"posting self-recorded GIFs is a long-term strategy I used to build team connection with remote co-workers. now, I’m… https://t.co/zNJrbQ8AXE"
346,0.69,0.0,0.76,0.24,Fox,2020-05-06 04:52:38+00:00,@anildash same! I definitely evolved the rules as the time passed. but definitely it has prompted thinking and bein… https://t.co/1lpK315ZAe
347,0.0,0.0,1.0,0.0,Fox,2020-05-06 04:46:33+00:00,@anildash they are always the same
348,0.0,0.0,1.0,0.0,Fox,2020-05-06 04:43:13+00:00,"also, to clarify: I RT all underrepresented groups, including PoC and LGBTQIA+. gender ain’t binary, nor it’s the p… https://t.co/y1ZyLdYPU3"
349,-0.5994,0.274,0.726,0.0,Fox,2020-05-06 04:38:43+00:00,here to block all whataboutists and offended white men who will emerge in this thread
350,0.8968,0.0,0.67,0.33,Fox,2020-05-06 04:37:24+00:00,"@theshawwn thanks but I had enough of white men wisdom in my time, which this is a prime example of 👋🏻"
351,0.0,0.0,1.0,0.0,Fox,2020-05-06 04:35:19+00:00,@Firesphere you can make your own rules. I include PoC and LGBTQIA+.
352,-0.296,0.099,0.901,0.0,Fox,2020-05-06 04:15:29+00:00,"noticed someone pointing out that @anildash only retweets women. 

his statement got me to stop RTing men + focus o… https://t.co/1h2LAxCgdA"
353,-0.0516,0.124,0.762,0.114,Fox,2020-05-05 00:23:41+00:00,@jongold I am genuinely excited by vegetables and teen kaz is screaming ”what is vegetable”. it’s a mood
354,0.4199,0.0,0.892,0.108,Fox,2020-05-04 10:07:18+00:00,@KaiBrach Thank you so much! It really means a lot to me since it’s my first exercise on executing a brand with ful… https://t.co/XuiBGEaBfz
355,0.6369,0.0,0.704,0.296,Fox,2020-05-04 05:21:23+00:00,"@jongold long live five elephant cheesecake, the best pie ❤️"
356,0.7177,0.0,0.5,0.5,Fox,2020-05-04 05:14:12+00:00,@jongold these photos are so beautiful
357,0.2751,0.161,0.637,0.202,Fox,2020-05-04 03:37:03+00:00,While semantics might be useful for greater adoption of web performance it does not solve the inequity problem at a… https://t.co/wljihtJAWm
358,0.2263,0.0,0.909,0.091,Fox,2020-05-04 03:29:38+00:00,"A more understandable name for #webperf can be helpful. 

But what we need is widespread understanding of its impor… https://t.co/5PHzMdte35"
359,0.0,0.0,1.0,0.0,Fox,2020-05-04 02:36:57+00:00,@marekIsOkay 🙌🏻
360,0.4199,0.0,0.715,0.285,Fox,2020-05-04 02:36:50+00:00,@imtraptir thank you! ✊🏻
361,0.0,0.0,1.0,0.0,Fox,2020-05-04 02:36:44+00:00,@jilljubs squee ❤️
362,0.4199,0.0,0.715,0.285,Fox,2020-05-04 02:36:37+00:00,@stewartsc thank you! 🙌🏻
363,0.2732,0.0,0.9,0.1,Fox,2020-05-04 00:31:44+00:00,@unRonic @Grammarly I think in general such services are pretty invasive but the caveat that they might store what… https://t.co/WQYsnTeOMg
364,0.8072,0.0,0.659,0.341,Fox,2020-05-04 00:24:35+00:00,"I found @Grammarly really useful, but I can’t allow entertaining the thought they’re storing everything I write whe… https://t.co/x5urt9QRA2"
365,-0.4588,0.246,0.625,0.129,Fox,2020-05-03 10:05:28+00:00,"“A white identity is a trust fund, and its currency is grievance that is stolen from others.”

—Nesrine Malik"
366,-0.6249,0.339,0.661,0.0,Fox,2020-05-02 06:58:00+00:00,RT @NewYorker: Setting reasonable goals during a crisis. https://t.co/QIirBpnuJ7
367,0.0,0.0,1.0,0.0,Fox,2020-05-02 06:29:35+00:00,@jongold 🤤
368,0.1779,0.081,0.812,0.107,Fox,2020-05-02 03:55:56+00:00,"First time in my tech career of 15 years I’m a shareholder (also, in a profitable company that has no debts to anyo… https://t.co/VDOPxLNrva"
369,0.68,0.0,0.715,0.285,Fox,2020-05-02 01:17:23+00:00,@yesidanderfer thank you! 🤗 keeping it real at my house 🙏🏻
370,0.4199,0.0,0.763,0.237,Fox,2020-05-01 23:46:31+00:00,@MikeEsto thank you! 🙇🏻‍♀️
371,0.2263,0.084,0.76,0.156,Fox,2020-05-01 23:39:47+00:00,"@KaiBrach yeah, I was also surprised. I normally don’t answer calls from No Caller ID. the only reason why I did wa… https://t.co/QaQV0VbSoP"
372,0.8553,0.052,0.663,0.284,Fox,2020-05-01 23:25:56+00:00,"It also included a free influenza and  rsv virus test, which I also don’t have. Thanks, Aussie healthcare! 😂🙏🏻"
373,-0.3903,0.107,0.893,0.0,Fox,2020-05-01 22:49:01+00:00,"Tested negative for corona 🙃 (I knew that would be the case, but followed the rules nonetheless!). 

Got a call abo… https://t.co/vYTQ8FpMpb"
374,0.7506,0.0,0.738,0.262,Fox,2020-05-01 09:46:01+00:00,"RT @calibreapp: We are proud to donate free performance monitoring to @COVID19Tracking.

The Covid Tracking Project is a volunteer organisa…"
375,0.7999,0.0,0.676,0.324,Fox,2020-04-30 23:11:33+00:00,"@joelgascoigne seems like it’s a perfect strategy especially if there’s not much loss. 

we came to a conclusion th… https://t.co/OltLD96T2P"
376,0.69,0.0,0.738,0.262,Fox,2020-04-30 23:07:31+00:00,"@joelgascoigne sounds like a good decision! frankly, I’m operating at 40-50% of my normal productivity and forcing… https://t.co/kzCz2NcpIi"
377,-0.5267,0.268,0.732,0.0,Fox,2020-04-30 23:04:07+00:00,@adamliaw sO mUcH tImE tO bE aNxIoUs aNd sTrEsSeD mIgHt pIcK uP a hObBy
378,0.7096,0.0,0.67,0.33,Fox,2020-04-30 22:58:31+00:00,"@alicegoldfuss honestly, it does deserve a good punching. it’s a bit of an asshole"
379,-0.2263,0.448,0.286,0.267,Fox,2020-04-30 22:56:26+00:00,@alicegoldfuss My anxiety feels attacked lol
380,0.3802,0.0,0.834,0.166,Fox,2020-04-30 08:59:57+00:00,@johnsyweb I had a hot toddy last week and it changed my life! ✨
381,0.4926,0.0,0.556,0.444,Fox,2020-04-30 08:59:05+00:00,"@meelijane thanks, Milly! ❤️"
382,-0.3802,0.14,0.778,0.082,Fox,2020-04-30 08:57:33+00:00,@NatDudley oh yeah. A pap is horrible for me. So there you go! Sound advice from your doc. 🙏🏻
383,0.3774,0.114,0.67,0.216,Fox,2020-04-30 08:42:39+00:00,"@NatDudley yeah, that’s what I expected :( it’s really personal. welcome to the rona test club for me I guess?"
384,0.2498,0.102,0.753,0.146,Fox,2020-04-30 08:27:25+00:00,"@edinbeth I mean, for me it wasn’t! Different people will have different experiences. I’m honestly really anxious a… https://t.co/t76kU4eI6k"
385,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:04:34+00:00,@janl ❤️
386,-0.5562,0.159,0.841,0.0,Fox,2020-04-30 08:04:28+00:00,"@dgoodlad nope nope noooooooppeeeeeee. being next to one was stressful enough. although, not a lot of people were wearing masks!"
387,0.6887,0.0,0.77,0.23,Fox,2020-04-30 08:03:45+00:00,"Overall, it felt like a very smooth, organised, and even more so, safe experience. I’d urge anyone with any symptom… https://t.co/enyOUDEkJZ"
388,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:45+00:00,"While the information prompts to bring your Medicare card (I presume for identification), I was not asked to provid… https://t.co/LvtaRgewMS"
389,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:44+00:00,"I ask if a lot of people are coming to get tested. She responds: ""lots"". I nod. 

She reminds me of the rules, says… https://t.co/w1hMBMiUNf"
390,0.5574,0.0,0.87,0.13,Fox,2020-04-30 08:03:44+00:00,"I get a brochure on self-isolation, what to do if I test positive and a slip for time off work (how abstract is tha… https://t.co/Kqx7aQ06zs"
391,-0.7968,0.279,0.721,0.0,Fox,2020-04-30 08:03:44+00:00,"Another doctor comes in to look at my throat. She says it looks sore, but not like COVID (thanks for that!! my thro… https://t.co/eF2H0vX1HE"
392,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:43+00:00,"After the interview, she sanitizes her hands (for the millionth time), puts on a PPE visor and takes the swab sampl… https://t.co/wu28DEfqxJ"
393,0.296,0.083,0.789,0.128,Fox,2020-04-30 08:03:43+00:00,"I get invited to an exam room. The doctor wears a mask. She takes my blood pressure, temperature (both ideal, she s… https://t.co/EuqhoL1HIb"
394,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:43+00:00,"I rock up to the clinic. There’s one woman in the line, says she’s mostly asymptomatic (minor cough) but wants a te… https://t.co/s8T6vOD0kw"
395,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:42+00:00,"I look up the information for where to get tested near my house. There’s a hospital within a 7min tram ride.

Find… https://t.co/KnF9DUJrMs"
396,0.0,0.0,1.0,0.0,Fox,2020-04-30 08:03:42+00:00,"While she did say that it’s unlikely it would be coronavirus, she also pointed out that she can’t let me come to th… https://t.co/xzGUjbMcOw"
397,-0.25,0.096,0.846,0.058,Fox,2020-04-30 08:03:41+00:00,I did develop a sore throat &amp; a bit of sneezing. A feeling similar to countless tonsil infections I’ve had in the p… https://t.co/o3YWGwzkLE
398,-0.4019,0.119,0.881,0.0,Fox,2020-04-30 08:03:41+00:00,"Me &amp; my partner been living in isolation since March 15. Not seeing anyone, only leaving the house for socially-dis… https://t.co/V3yc3IewPZ"
399,0.2732,0.0,0.884,0.116,Fox,2020-04-30 08:03:41+00:00,"How does it work to get tested for #COVID19 in Australia? Well, I did it today.

🧵"
400,0.0,0.0,1.0,0.0,nytimes,2020-05-18 17:50:06+00:00,Some publishers have said the coming wave of books about the coronavirus reminds them of the barrage of books about… https://t.co/fJoSc14dXz
401,0.0,0.0,1.0,0.0,nytimes,2020-05-18 17:30:10+00:00,"The German government is allowing farmers to airlift workers from Romania and Bulgaria, prompting concerns that the… https://t.co/0qL1JOmfXB"
402,-0.4588,0.149,0.785,0.066,nytimes,2020-05-18 17:05:45+00:00,One 24-year-old is realizing how many questions he wishes he'd asked his mother before she died in an ambulance. An… https://t.co/KGeWkOYeLy
403,0.296,0.0,0.872,0.128,nytimes,2020-05-18 17:05:24+00:00,RT @nytopinion: Join columnist @JenSeniorNY for a conversation about why the office is underrated. https://t.co/cSn2xC6P5Z https://t.co/lwQ…
404,0.0,0.0,1.0,0.0,nytimes,2020-05-18 17:00:09+00:00,"Garrison Keillor’s sold-out cruise was to set sail in March. It was canceled because of the coronavirus, leaving lo… https://t.co/8fOrGMOGBb"
405,0.3182,0.0,0.887,0.113,nytimes,2020-05-18 16:40:08+00:00,The South Korean soccer club FC Seoul apologized after what it believed were ordinary mannequins — quickly recogniz… https://t.co/ifTgwwY5AM
406,-0.4939,0.304,0.58,0.116,nytimes,2020-05-18 16:20:06+00:00,"In Opinion

""Capitalism isn’t broken. The game isn’t rigged. Hard work does pay off. Workers do enjoy the fruits of… https://t.co/XXZ8yEBDxI"
407,0.4215,0.0,0.877,0.123,nytimes,2020-05-18 16:00:12+00:00,Tens of thousands of people across the United States have applied for the job of cold-calling strangers who may hav… https://t.co/BysrppZY15
408,-0.128,0.088,0.842,0.07,nytimes,2020-05-18 15:47:47+00:00,"RT @andrewrsorkin: In today’s @dealbook:

🥵 Softbank’s Vision Fund is a mess

🤔 ‘It may take awhile’: Jay Powell, Fed chair, on economic re…"
409,0.3612,0.072,0.797,0.131,nytimes,2020-05-18 15:40:05+00:00,"In Germany, soccer returned with games in empty arenas, forcing a nation of fans to cheer their clubs from afar. A… https://t.co/erij1WhdnN"
410,0.0,0.0,1.0,0.0,nytimes,2020-05-18 15:34:30+00:00,"New York City is expected to meet the state’s criteria to begin reopening in the first half of June, Mayor Bill de… https://t.co/fRKwTFXrdd"
411,-0.2617,0.085,0.915,0.0,nytimes,2020-05-18 15:20:06+00:00,"On May 18, 1980, Mount St. Helens erupted not from its peak but from its side. The singular ferocity and unusual di… https://t.co/vU2Xlu6tS2"
412,0.7906,0.0,0.731,0.269,nytimes,2020-05-18 15:10:02+00:00,"These are not, on the surface, joyful times. Which is why you deserve relief. 

We asked 14 writers what’s bringing… https://t.co/BBmYDm7EG4"
413,0.25,0.077,0.806,0.117,nytimes,2020-05-18 15:00:11+00:00,An inside look at the engines that propel the funny cars of drag racing from zero to you-can’t-be-serious in 4 seco… https://t.co/N9cx58FprD
414,-0.7506,0.274,0.726,0.0,nytimes,2020-05-18 14:40:01+00:00,"Republican officials seek to recruit 50,000 poll watchers and spend millions to fight voter fraud. Democrats say th… https://t.co/iyRHfavx5e"
415,-0.296,0.241,0.588,0.171,nytimes,2020-05-18 14:23:03+00:00,RT @astrzemien: These are the worst of times. Here's something better. https://t.co/Dnrt7fme7c
416,0.7227,0.0,0.768,0.232,nytimes,2020-05-18 14:20:06+00:00,"""It’s not too often that we get this opportunity to explore the true impacts that human activity can have on road-c… https://t.co/Af0f2JXp99"
417,0.4019,0.0,0.881,0.119,nytimes,2020-05-18 14:00:06+00:00,The S&amp;P 500 rose nearly 3 percent as the drug maker Moderna reported promising results in an early coronavirus vacc… https://t.co/1gL0pFM2rv
418,0.0,0.0,1.0,0.0,nytimes,2020-05-18 13:45:00+00:00,Breaking News: Federal investigators found evidence linking Al Qaeda to last year’s deadly shooting by a Saudi cade… https://t.co/4a999GDL8s
419,-0.4215,0.135,0.865,0.0,nytimes,2020-05-18 13:40:07+00:00,Black and Latino business owners in the U.S. are struggling to get government assistance under the Paycheck Protect… https://t.co/DovWEC8E2b
420,0.5574,0.0,0.87,0.13,nytimes,2020-05-18 13:30:05+00:00,"RT @mschwirtz: For many young doctors, especially black ones, Dr. James Mahoney was a hero. As the pandemic hit New York, he could have bow…"
421,0.4767,0.0,0.86,0.14,nytimes,2020-05-18 13:20:05+00:00,Congress is debating how much to spend on economic relief. Every plan will require borrowing money the U.S. doesn’t… https://t.co/vvmP7k523j
422,-0.296,0.099,0.901,0.0,nytimes,2020-05-18 13:13:49+00:00,"There is no proven treatment or vaccine against the coronavirus at this time. Dozens of companies in the U.S., Euro… https://t.co/8XMjv9avy5"
423,0.3182,0.074,0.788,0.138,nytimes,2020-05-18 13:00:17+00:00,Pacific Gas &amp; Electric said that thousands of homeowners and businesses had overwhelmingly approved a $13.5 billion… https://t.co/huk4NrPc4X
424,0.6597,0.0,0.759,0.241,nytimes,2020-05-18 13:00:00+00:00,"Breaking News: The drug maker Moderna released promising, early results for a coronavirus vaccine in 8 healthy peop… https://t.co/a5pHOCMbsV"
425,0.1531,0.081,0.814,0.105,nytimes,2020-05-18 12:36:27+00:00,"""He saw another human being in need, and he didn’t hesitate to help.""

After nearly 40 years as a physician, Dr. Ja… https://t.co/6RFEDwNGrh"
426,0.2263,0.087,0.747,0.166,nytimes,2020-05-18 12:20:03+00:00,We interviewed 59 Democratic delegates who will help nominate Joe Biden. Most said they don’t want to risk their he… https://t.co/hEv4Ss4tQz
427,0.4215,0.0,0.877,0.123,nytimes,2020-05-18 12:00:14+00:00,"The coronavirus outbreak in the United States may spread to new areas with high rates of diabetes, obesity and othe… https://t.co/4rilBXoSJf"
428,0.0,0.0,1.0,0.0,nytimes,2020-05-18 11:50:08+00:00,"For today, May 18, here’s how to follow the latest on the coronavirus outbreak. 

🌎 Live updates from around the wo… https://t.co/tJXOMOyYq4"
429,0.3384,0.0,0.902,0.098,nytimes,2020-05-18 11:46:44+00:00,"RT @SquigglyVolcano: 40 years ago today, a lethal sideways explosion at Mount St Helens released 8 times more energy than all the explosive…"
430,-0.128,0.081,0.919,0.0,nytimes,2020-05-18 11:40:05+00:00,Governors across the U.S. are trying to strike a balance as they consider loosening coronavirus restrictions. “This… https://t.co/8JUBsJFqT2
431,0.0,0.0,1.0,0.0,nytimes,2020-05-18 11:20:00+00:00,Morning briefing: Here's what you need to know to start your day https://t.co/oF4J4v5NTv
432,-0.3716,0.151,0.849,0.0,nytimes,2020-05-18 11:02:04+00:00,"Officially, the police in Brazil are allowed to use lethal force only to confront an imminent threat. But a New Yor… https://t.co/x2SYW9T23R"
433,0.0,0.0,1.0,0.0,nytimes,2020-05-18 10:40:04+00:00,"Dining rooms are reopening in many U.S. states, but that doesn’t mean you should go. Before you decide, public heal… https://t.co/VfeCzP27eX"
434,0.0,0.0,1.0,0.0,nytimes,2020-05-18 10:20:02+00:00,"For 2 months this spring, the photographer @philip_nyc was on assignment for @NYTmag, documenting the unfolding cor… https://t.co/PLG49wdgXO"
435,0.0,0.0,1.0,0.0,nytimes,2020-05-18 10:00:10+00:00,"Monitor lizards, believed to be invasive species on some Pacific islands, got there long before humans, a new study… https://t.co/w1bMhbz1Tf"
